LUHa_u2.v1_aim.v1;http://luh.sr.unh.edu/data.shtml;Other;the same as LUHa.v1_aim.v1 but also including land-use changes and transitions from/to urban land
LUHa_t1u2.v1_aim.v1;http://luh.sr.unh.edu/data.shtml;Other;the same as LUHa_t1.v1_aim.v1 but also including land-use changes and transitions from/to urban land
IPCC_emissions_CH4_anthropogenic_1850_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1850) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1860_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1860) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1870_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1870) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1880_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1880) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1890_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1890) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1900_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1900) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1910_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1910) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1920_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1920) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1930_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1930) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1940_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1940) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1950_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1950) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1960_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1960) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1970_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1970) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1980_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1980) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_1990_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1990) for anthropogenic CH4
IPCC_emissions_CH4_anthropogenic_2000_0.5x0.5_v0_14_10_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (2000) for anthropogenic CH4
IPCC_emissions_SO2_anthropogenic_1850_0.5x0.5_v1_20_04_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1850) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1860_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1860) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1870_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1870) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1880_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1880) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1890_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1890) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1900_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1900) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1910_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1910) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1920_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1920) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1930_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1930) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1940_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1940) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1950_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1950) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1960_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1960) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1970_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1970) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1980_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1980) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_1990_0.5x0.5_v1_13_05_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (1990) for anthropogenic SO2
IPCC_emissions_SO2_anthropogenic_2000_0.5x0.5_v1_20_04_2009.nc;http://www.iiasa.ac.at/web-apps/tnt/RcpDb/dsd?Action=htmlpage&page=download;NetCDF;Historical emissions data (2000) for anthropogenic SO2
